_id,civility,howWeMet,mailing,sms,createdAt,updatedAt,cgu_accepted.cgu_last_version_accepted,cgu_accepted.accepted_when,validatedEmail,companyOrSchool,lastConnection,company.type,company.tvaNumber,email
6567044c6df3a711cd495028,female,linkedin,FAUX,FAUX,2023-10-29 00:00:00,1701250124772.0,VRAI,2023-11-29,Inconnu,school,,INCONNU,Pas de TVA,
6566fc106df3a711cd494ff6,male,autre,FAUX,VRAI,2023-10-29 00:00:00,1701419800108.0,VRAI,2023-11-29,VRAI,inconnu,2023-12-01,INCONNU,Pas de TVA,
6565ad256df3a711cd494dcd,female,linkedin,FAUX,FAUX,2023-10-28 00:00:00,1701162486858.0,VRAI,2023-11-28,VRAI,school,,INCONNU,0.0,
6564bb866df3a711cd494c47,male,bouche à oreille,FAUX,FAUX,2023-10-27 00:00:00,1701354427739.0,VRAI,2023-11-27,VRAI,school,2023-11-30,INCONNU,Pas de TVA,
6564ba586df3a711cd494c42,male,linkedin,FAUX,FAUX,2023-10-27 00:00:00,1701330034379.0,VRAI,2023-11-27,VRAI,company,2023-11-30,SARL,0.0,
6564b5f46df3a711cd494c2e,male,bouche à oreille,FAUX,FAUX,2023-10-27 00:00:00,1701680658752.0,VRAI,2023-11-27,VRAI,company,2023-12-04,SARL,20.0,
6564b1d2ddcee07998d010d0,female,autre,FAUX,FAUX,2023-10-27 00:00:00,1701100241232.0,VRAI,2023-11-27,VRAI,company,2023-11-27,EI,0.0,
6564a618ddcee07998d010c1,male,bouche à oreille,FAUX,VRAI,2023-10-27 00:00:00,1701680528169.0,VRAI,2023-11-27,VRAI,inconnu,2023-12-04,INCONNU,Pas de TVA,
6564676fddcee07998d01000,female,autre,FAUX,FAUX,2023-10-27 00:00:00,1701694255491.0,VRAI,2023-11-27,VRAI,inconnu,2023-12-04,INCONNU,Pas de TVA,
656466fdddcee07998d00ffc,female,autre,FAUX,FAUX,2023-10-27 00:00:00,1701339187430.0,VRAI,2023-11-27,VRAI,inconnu,2023-11-30,INCONNU,Pas de TVA,
6563a064ddcee07998d00ed8,female,linkedin,FAUX,FAUX,2023-10-26 00:00:00,1701028025257.0,VRAI,2023-11-26,VRAI,inconnu,,INCONNU,Pas de TVA,
6563746fddcee07998d00ebf,female,bouche à oreille,FAUX,FAUX,2023-10-26 00:00:00,1701019279108.0,VRAI,2023-11-26,VRAI,inconnu,2023-11-26,INCONNU,Pas de TVA,
6560d335ddcee07998d00b35,male,linkedin,FAUX,VRAI,2023-10-24 00:00:00,1701020119494.0,VRAI,2023-11-24,VRAI,inconnu,2023-11-26,INCONNU,Pas de TVA,
6560b6a1ddcee07998d00abc,male,autre,VRAI,VRAI,2023-10-24 00:00:00,1700933683845.0,VRAI,2023-11-24,VRAI,inconnu,2023-11-25,INCONNU,Pas de TVA,
6560b29addcee07998d00ab9,female,parrainage,VRAI,VRAI,2023-10-24 00:00:00,1701687009258.0,VRAI,2023-11-24,VRAI,inconnu,2023-12-04,INCONNU,Pas de TVA,
656077064054c942bf3e91c7,female,parrainage,FAUX,VRAI,2023-10-24 00:00:00,1701351250762.0,VRAI,2023-11-24,VRAI,inconnu,2023-11-30,INCONNU,Pas de TVA,
655f89da4c24a02f8f55eb18,female,bouche à oreille,VRAI,FAUX,2023-10-23 00:00:00,1701295155058.0,VRAI,2023-11-23,VRAI,company,2023-11-29,SAS,20.0,
655f73524c24a02f8f55eb0a,female,autre,FAUX,FAUX,2023-10-23 00:00:00,1700757730203.0,VRAI,2023-11-23,VRAI,inconnu,,INCONNU,Pas de TVA,
655f253c4c24a02f8f55ea8d,female,bouche à oreille,FAUX,FAUX,2023-10-23 00:00:00,1701337252110.0,VRAI,2023-11-23,VRAI,inconnu,2023-11-30,INCONNU,Pas de TVA,
655dc5300972f25b9dfca8d9,female,autre,FAUX,FAUX,2023-10-22 00:00:00,1700645206431.0,VRAI,2023-11-22,VRAI,school,2023-11-22,ASSO,0.0,
655cd9d60972f25b9dfca7a6,female,bouche à oreille,VRAI,FAUX,2023-10-21 00:00:00,1701094566748.0,VRAI,2023-11-21,VRAI,inconnu,2023-11-27,INCONNU,Pas de TVA,
655cceb60972f25b9dfca78e,female,bouche à oreille,FAUX,FAUX,2023-10-21 00:00:00,1700581654332.0,VRAI,2023-11-21,VRAI,school,2023-11-21,SAS,20.0,
655cc9a40972f25b9dfca77f,male,linkedin,FAUX,FAUX,2023-10-21 00:00:00,1700579748812.0,VRAI,2023-11-21,VRAI,school,,INCONNU,Pas de TVA,
655cc8830972f25b9dfca77c,male,linkedin,FAUX,FAUX,2023-10-21 00:00:00,1701246573346.0,VRAI,2023-11-21,VRAI,inconnu,2023-11-29,INCONNU,Pas de TVA,
655cbc380972f25b9dfca74c,male,bouche à oreille,VRAI,FAUX,2023-10-21 00:00:00,1700576312600.0,VRAI,2023-11-21,VRAI,school,,INCONNU,Pas de TVA,
655ca1880972f25b9dfca6f6,male,linkedin,FAUX,FAUX,2023-10-21 00:00:00,1700570851049.0,VRAI,2023-11-21,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
655c81e70972f25b9dfca68b,male,linkedin,VRAI,FAUX,2023-10-21 00:00:00,1700561905897.0,VRAI,2023-11-21,VRAI,school,2023-11-21,ASSO,0.0,
655c67287c95b656962438da,male,recherche web,FAUX,FAUX,2023-10-21 00:00:00,1701331018347.0,VRAI,2023-11-21,VRAI,school,2023-11-30,MICRO,0.0,
655c60927c95b656962438c4,male,linkedin,VRAI,VRAI,2023-10-21 00:00:00,1700553453891.0,VRAI,2023-11-21,VRAI,inconnu,,INCONNU,Pas de TVA,
655b76cc203e6a22c9ef0781,male,recherche web,FAUX,FAUX,2023-10-20 00:00:00,1701439237735.0,VRAI,2023-11-20,VRAI,inconnu,2023-12-01,INCONNU,Pas de TVA,
655b7467203e6a22c9ef0779,female,autre,VRAI,FAUX,2023-10-20 00:00:00,1700492547970.0,VRAI,2023-11-20,VRAI,school,,SASU,20.0,
65579b14203e6a22c9ef013b,male,bouche à oreille,FAUX,FAUX,2023-10-17 00:00:00,1701676501031.0,VRAI,2023-11-17,VRAI,company,2023-12-04,SAS,20.0,
6557927e203e6a22c9ef011d,male,autre,FAUX,FAUX,2023-10-17 00:00:00,1700493706940.0,VRAI,2023-11-17,VRAI,inconnu,2023-11-20,INCONNU,Pas de TVA,
6555d085203e6a22c9eefea0,female,bouche à oreille,VRAI,FAUX,2023-10-16 00:00:00,1700122757852.0,VRAI,2023-11-16,VRAI,inconnu,,INCONNU,Pas de TVA,
6555ce51203e6a22c9eefe98,male,linkedin,FAUX,VRAI,2023-10-16 00:00:00,1700124403811.0,VRAI,2023-11-16,VRAI,inconnu,,INCONNU,Pas de TVA,
65552a06203e6a22c9eefe21,female,bouche à oreille,FAUX,VRAI,2023-10-15 00:00:00,1700081992883.0,VRAI,2023-11-15,VRAI,inconnu,,INCONNU,Pas de TVA,
6554ea72203e6a22c9eefdf0,female,linkedin,FAUX,FAUX,2023-10-15 00:00:00,1700064110611.0,VRAI,2023-11-15,VRAI,inconnu,,INCONNU,Pas de TVA,
6554dd20203e6a22c9eefdd7,female,autre,FAUX,FAUX,2023-10-15 00:00:00,1700124617280.0,VRAI,2023-11-15,VRAI,company,2023-11-16,SASU,20.0,
6554dba6203e6a22c9eefdcc,male,bouche à oreille,FAUX,FAUX,2023-10-15 00:00:00,1700213465523.0,VRAI,2023-11-15,VRAI,inconnu,2023-11-17,INCONNU,Pas de TVA,
6554a9f6203e6a22c9eefda7,male,bouche à oreille,FAUX,FAUX,2023-10-15 00:00:00,1700050549123.0,VRAI,2023-11-15,VRAI,inconnu,,INCONNU,Pas de TVA,
65549e7b203e6a22c9eefd8e,male,linkedin,VRAI,FAUX,2023-10-15 00:00:00,1700746775565.0,VRAI,2023-11-15,VRAI,school,2023-11-23,SASU,20.0,
655493c0203e6a22c9eefd84,male,recherche web,VRAI,FAUX,2023-10-15 00:00:00,1700045428653.0,VRAI,2023-11-15,VRAI,school,,SAS,20.0,
65537982203e6a22c9eefc2c,female,bouche à oreille,FAUX,FAUX,2023-10-14 00:00:00,1699970089127.0,VRAI,2023-11-14,VRAI,inconnu,,INCONNU,Pas de TVA,
65525690203e6a22c9eefa69,male,autre,VRAI,VRAI,2023-10-13 00:00:00,1699896691346.0,VRAI,2023-11-13,VRAI,inconnu,,INCONNU,Pas de TVA,
65524555203e6a22c9eefa4a,male,bouche à oreille,FAUX,FAUX,2023-10-13 00:00:00,1701423855433.0,VRAI,2023-11-13,VRAI,inconnu,2023-12-01,INCONNU,Pas de TVA,
6552353c72811d2ae603e4a6,male,autre,FAUX,FAUX,2023-10-13 00:00:00,1701276819528.0,VRAI,2023-11-13,VRAI,company,2023-11-29,SASU,20.0,
6552353872811d2ae603e4a4,female,bouche à oreille,VRAI,VRAI,2023-10-13 00:00:00,1700576734727.0,VRAI,2023-11-13,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
6551fe6372811d2ae603e418,female,bouche à oreille,VRAI,VRAI,2023-10-13 00:00:00,1699876076187.0,VRAI,2023-11-13,VRAI,inconnu,,INCONNU,Pas de TVA,
6551d14c72811d2ae603e37c,female,linkedin,VRAI,FAUX,2023-10-13 00:00:00,1700641566651.0,VRAI,2023-11-13,VRAI,inconnu,2023-11-22,INCONNU,Pas de TVA,
6551201672811d2ae603e241,female,bouche à oreille,FAUX,FAUX,2023-10-12 00:00:00,1700592038425.0,VRAI,2023-11-12,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
65509a3172811d2ae603e0e3,female,linkedin,VRAI,FAUX,2023-10-12 00:00:00,1699782300182.0,VRAI,2023-11-12,VRAI,inconnu,,INCONNU,Pas de TVA,
654e4cc272811d2ae603de76,female,bouche à oreille,VRAI,FAUX,2023-10-10 00:00:00,1699630417233.0,VRAI,2023-11-10,VRAI,company,,SAS,20.0,
654e196172811d2ae603de39,male,linkedin,FAUX,FAUX,2023-10-10 00:00:00,1699617169941.0,VRAI,2023-11-10,VRAI,inconnu,,INCONNU,Pas de TVA,
654d02b472811d2ae603dc97,male,linkedin,FAUX,FAUX,2023-10-09 00:00:00,1699601876197.0,VRAI,2023-11-09,VRAI,inconnu,,INCONNU,Pas de TVA,
654cef5472811d2ae603dc5f,female,bouche à oreille,FAUX,FAUX,2023-10-09 00:00:00,1701423120928.0,VRAI,2023-11-09,VRAI,inconnu,2023-12-01,INCONNU,Pas de TVA,
654cddc672811d2ae603dc1d,female,bouche à oreille,FAUX,FAUX,2023-10-09 00:00:00,1701164433998.0,VRAI,2023-11-09,VRAI,inconnu,2023-11-28,INCONNU,Pas de TVA,
654bcbe872811d2ae603d9e9,male,autre,FAUX,FAUX,2023-10-08 00:00:00,1699469386892.0,VRAI,2023-11-08,VRAI,inconnu,,INCONNU,Pas de TVA,
654ba0c772811d2ae603d8f0,male,entreprise partenaire,VRAI,FAUX,2023-10-08 00:00:00,1700483469037.0,VRAI,2023-11-08,VRAI,inconnu,2023-11-20,INCONNU,Pas de TVA,
654b447b72811d2ae603d6cf,male,linkedin,VRAI,FAUX,2023-10-08 00:00:00,1699434609748.0,VRAI,2023-11-08,VRAI,inconnu,,INCONNU,Pas de TVA,
654aa4e472811d2ae603d4dd,male,linkedin,FAUX,VRAI,2023-10-07 00:00:00,1700207931898.0,VRAI,2023-11-07,VRAI,inconnu,2023-11-17,INCONNU,Pas de TVA,
654a667b72811d2ae603d47b,male,linkedin,FAUX,FAUX,2023-10-07 00:00:00,1699377261520.0,VRAI,2023-11-07,VRAI,inconnu,,INCONNU,Pas de TVA,
654a4fc272811d2ae603d439,male,bouche à oreille,FAUX,FAUX,2023-10-07 00:00:00,1699450135963.0,VRAI,2023-11-07,VRAI,inconnu,2023-11-08,INCONNU,Pas de TVA,
654a473572811d2ae603d404,male,autre,FAUX,FAUX,2023-10-07 00:00:00,1699887590878.0,VRAI,2023-11-07,VRAI,school,2023-11-13,SAS,Pas de TVA,
654a037e72811d2ae603d331,female,linkedin,VRAI,VRAI,2023-10-07 00:00:00,1699353542316.0,VRAI,2023-11-07,VRAI,inconnu,,INCONNU,Pas de TVA,
6549f18f72811d2ae603d25b,female,autre,VRAI,FAUX,2023-10-07 00:00:00,1699536870336.0,VRAI,2023-11-07,VRAI,school,2023-11-09,SA,0.0,
6549dd3c72811d2ae603d192,male,recherche web,FAUX,VRAI,2023-10-07 00:00:00,1699339580533.0,VRAI,2023-11-07,Inconnu,inconnu,,INCONNU,Pas de TVA,
65490e1f72811d2ae603cfd2,male,linkedin,FAUX,VRAI,2023-10-06 00:00:00,1700817417325.0,VRAI,2023-11-06,VRAI,inconnu,2023-11-24,MICRO,Pas de TVA,
6548bdef72811d2ae603cefa,male,linkedin,FAUX,FAUX,2023-10-06 00:00:00,1699266216470.0,VRAI,2023-11-06,VRAI,inconnu,,INCONNU,Pas de TVA,
6547647572811d2ae603cd0b,female,autre,FAUX,FAUX,2023-10-05 00:00:00,1700060346446.0,VRAI,2023-11-05,VRAI,inconnu,2023-11-15,INCONNU,Pas de TVA,
654656f272811d2ae603cbf9,female,bouche à oreille,FAUX,FAUX,2023-10-04 00:00:00,1700134345634.0,VRAI,2023-11-04,VRAI,inconnu,2023-11-16,INCONNU,Pas de TVA,
6545144c816ec424b04c5891,male,autre,VRAI,VRAI,2023-10-03 00:00:00,1699025996354.0,VRAI,2023-11-03,Inconnu,inconnu,,INCONNU,Pas de TVA,
65450aea816ec424b04c587a,female,autre,VRAI,VRAI,2023-10-03 00:00:00,1701185341512.0,VRAI,2023-11-03,VRAI,inconnu,2023-11-28,MICRO,Pas de TVA,
6543c2e78bc3c608241a0552,male,bouche à oreille,FAUX,FAUX,2023-10-02 00:00:00,1698950537632.0,VRAI,2023-11-02,VRAI,inconnu,,INCONNU,Pas de TVA,
6543bcca8bc3c608241a0541,female,autre,FAUX,FAUX,2023-10-02 00:00:00,1698939834225.0,VRAI,2023-11-02,VRAI,inconnu,,INCONNU,Pas de TVA,
6542ba488bc3c608241a0321,male,bouche à oreille,FAUX,FAUX,2023-10-01 00:00:00,1700484836689.0,VRAI,2023-11-01,VRAI,inconnu,2023-11-20,INCONNU,Pas de TVA,
6541378e8bc3c608241a0058,male,bouche à oreille,VRAI,VRAI,31/10/2023,1699518531211.0,VRAI,2023-10-31,VRAI,inconnu,2023-11-09,SAS,Pas de TVA,
65412ba8807b0265e77ec3b3,male,linkedin,FAUX,FAUX,31/10/2023,1699986724831.0,VRAI,2023-10-31,VRAI,inconnu,2023-11-14,INCONNU,Pas de TVA,
65411787807b0265e77ec37c,male,autre,VRAI,FAUX,31/10/2023,1698765020751.0,VRAI,2023-10-31,VRAI,inconnu,,INCONNU,Pas de TVA,
653fd457807b0265e77ec087,male,bouche à oreille,FAUX,FAUX,30/10/2023,1698767615298.0,VRAI,2023-10-30,VRAI,inconnu,2023-10-30,INCONNU,Pas de TVA,
653fc4f8807b0265e77ec04d,male,bouche à oreille,VRAI,VRAI,30/10/2023,1700146919647.0,VRAI,2023-10-30,VRAI,inconnu,2023-11-16,INCONNU,Pas de TVA,
653fb276807b0265e77ec00b,male,bouche à oreille,FAUX,FAUX,30/10/2023,1699957701567.0,VRAI,2023-10-30,VRAI,inconnu,2023-11-14,SAS,Pas de TVA,
653f89bc807b0265e77ebf83,male,bouche à oreille,VRAI,FAUX,30/10/2023,1699957620072.0,VRAI,2023-10-30,VRAI,inconnu,2023-11-14,INCONNU,Pas de TVA,
653f82bc807b0265e77ebf79,male,bouche à oreille,FAUX,FAUX,30/10/2023,1698662954253.0,VRAI,2023-10-30,VRAI,inconnu,,INCONNU,Pas de TVA,
653f60a132b0f5614e05ce16,male,linkedin,FAUX,VRAI,30/10/2023,1700575491800.0,VRAI,2023-10-30,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
653defc5737ecd3f92136ac4,male,autre,VRAI,VRAI,29/10/2023,1699984798545.0,VRAI,2023-10-29,VRAI,inconnu,2023-11-14,SAS,Pas de TVA,
653cfe0c737ecd3f921367ff,female,bouche à oreille,VRAI,VRAI,28/10/2023,1698498889990.0,VRAI,2023-10-28,VRAI,inconnu,,INCONNU,Pas de TVA,
653b83285b0ddd07d925e5dd,female,linkedin,FAUX,VRAI,27/10/2023,1698401005747.0,VRAI,2023-10-27,VRAI,inconnu,,INCONNU,Pas de TVA,
653ac0815b0ddd07d925e548,female,entreprise partenaire,FAUX,FAUX,26/10/2023,1698937458595.0,VRAI,2023-10-26,VRAI,inconnu,2023-11-02,INCONNU,Pas de TVA,
653abaf05b0ddd07d925e51c,male,bouche à oreille,VRAI,VRAI,26/10/2023,1698347760483.0,VRAI,2023-10-26,VRAI,inconnu,,INCONNU,Pas de TVA,
653a7e315b0ddd07d925e4ad,female,linkedin,FAUX,FAUX,26/10/2023,1698936652958.0,VRAI,2023-10-26,VRAI,inconnu,2023-11-02,INCONNU,Pas de TVA,
653a34d95b0ddd07d925e38e,male,bouche à oreille,FAUX,FAUX,26/10/2023,1698313433893.0,VRAI,2023-10-26,VRAI,inconnu,,INCONNU,Pas de TVA,
65392cd65b0ddd07d925e10a,male,entreprise partenaire,FAUX,FAUX,25/10/2023,1699290773134.0,VRAI,2023-10-25,VRAI,inconnu,2023-11-06,INCONNU,Pas de TVA,
6537a9d25b0ddd07d925dc39,female,autre,FAUX,FAUX,24/10/2023,1698146770823.0,VRAI,2023-10-24,VRAI,inconnu,,INCONNU,Pas de TVA,
6537965f5b0ddd07d925dc00,male,bouche à oreille,VRAI,FAUX,24/10/2023,1699285814765.0,VRAI,2023-10-24,VRAI,inconnu,2023-11-06,INCONNU,Pas de TVA,
653795545b0ddd07d925dbf2,female,parrainage,FAUX,VRAI,24/10/2023,1701162379814.0,VRAI,2023-10-24,VRAI,inconnu,2023-11-28,SASU,Pas de TVA,
65376c325b0ddd07d925db31,female,entreprise partenaire,VRAI,VRAI,24/10/2023,1698130994536.0,VRAI,2023-10-24,VRAI,inconnu,,INCONNU,Pas de TVA,
653669085b0ddd07d925d86f,female,linkedin,FAUX,FAUX,23/10/2023,1698149246802.0,VRAI,2023-10-23,VRAI,inconnu,2023-10-24,INCONNU,Pas de TVA,
653655f25b0ddd07d925d7bd,female,bouche à oreille,FAUX,FAUX,23/10/2023,1701694003465.0,VRAI,2023-10-23,VRAI,school,2023-12-04,SAS,20.0,
65362e3f5b0ddd07d925d72e,male,autre,FAUX,FAUX,23/10/2023,1698049650626.0,VRAI,2023-10-23,VRAI,company,,SAS,20.0,
653543225b0ddd07d925d5d7,female,recherche web,FAUX,FAUX,22/10/2023,1699107298765.0,VRAI,2023-10-22,VRAI,inconnu,2023-11-04,INCONNU,Pas de TVA,
65343f385b0ddd07d925d4b8,female,bouche à oreille,FAUX,FAUX,21/10/2023,1698762763755.0,VRAI,2023-10-21,VRAI,school,,SAS,0.0,
6533f3895b0ddd07d925d47d,female,linkedin,FAUX,FAUX,21/10/2023,1699007092246.0,VRAI,2023-10-21,VRAI,inconnu,2023-11-03,INCONNU,Pas de TVA,
6532a1235b0ddd07d925d209,male,entreprise partenaire,FAUX,FAUX,20/10/2023,1700561675874.0,VRAI,2023-10-20,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
65313dd25b0ddd07d925cf47,male,bouche à oreille,VRAI,VRAI,19/10/2023,1699520295524.0,VRAI,2023-10-19,VRAI,inconnu,2023-11-08,INCONNU,Pas de TVA,
65310d1b5b0ddd07d925cf16,female,autre,FAUX,FAUX,19/10/2023,1699355481895.0,VRAI,2023-10-19,VRAI,inconnu,2023-11-07,INCONNU,Pas de TVA,
6530ebba5b0ddd07d925cee4,female,bouche à oreille,FAUX,FAUX,19/10/2023,1697709900217.0,VRAI,2023-10-19,VRAI,school,,INCONNU,0.0,
652f99255b0ddd07d925cc9d,male,bouche à oreille,VRAI,FAUX,18/10/2023,1699280852272.0,VRAI,2023-10-18,VRAI,inconnu,2023-11-02,SASU,Pas de TVA,
652f7d2b5b0ddd07d925cc46,male,bouche à oreille,FAUX,FAUX,18/10/2023,1698765103617.0,VRAI,2023-10-18,VRAI,inconnu,2023-10-31,INCONNU,Pas de TVA,
652e89475b0ddd07d925cad8,male,recherche web,FAUX,FAUX,17/10/2023,1700495039964.0,VRAI,2023-10-17,VRAI,inconnu,2023-11-20,INCONNU,Pas de TVA,
652e853d5b0ddd07d925cacb,female,bouche à oreille,VRAI,FAUX,17/10/2023,1700564732339.0,VRAI,2023-10-17,VRAI,school,2023-11-21,SAS,20.0,
652e598b5b0ddd07d925ca49,male,autre,FAUX,FAUX,17/10/2023,1697536740174.0,VRAI,2023-10-17,VRAI,company,,SAS,20.0,
652e36f25b0ddd07d925c9e5,female,autre,VRAI,VRAI,17/10/2023,1699606484195.0,VRAI,2023-10-17,VRAI,inconnu,2023-11-10,INCONNU,Pas de TVA,
652d57a15b0ddd07d925c880,female,linkedin,FAUX,FAUX,16/10/2023,1697628519004.0,VRAI,2023-10-16,VRAI,inconnu,,INCONNU,Pas de TVA,
652c1b365b0ddd07d925c53b,male,autre,FAUX,FAUX,15/10/2023,1697393719722.0,VRAI,2023-10-15,VRAI,inconnu,2023-10-15,INCONNU,Pas de TVA,
65296f575b0ddd07d925c0b4,male,autre,VRAI,VRAI,13/10/2023,1701690118942.0,VRAI,2023-10-13,VRAI,inconnu,2023-12-04,MICRO,Pas de TVA,
652901ff5b0ddd07d925bf39,female,autre,VRAI,FAUX,13/10/2023,1698303579951.0,VRAI,2023-10-13,VRAI,inconnu,2023-10-26,INCONNU,Pas de TVA,
6528fcf75b0ddd07d925bf13,male,linkedin,VRAI,VRAI,13/10/2023,1698400853647.0,VRAI,2023-10-13,VRAI,inconnu,2023-10-27,INCONNU,Pas de TVA,
652846955b0ddd07d925bde4,female,bouche à oreille,FAUX,FAUX,12/10/2023,1697138325013.0,VRAI,2023-10-12,VRAI,company,,INCONNU,Pas de TVA,
6527f4cf5b0ddd07d925bd4d,male,autre,FAUX,FAUX,12/10/2023,1697120274525.0,VRAI,2023-10-12,VRAI,inconnu,,INCONNU,Pas de TVA,
6527f3875b0ddd07d925bd4b,male,linkedin,FAUX,VRAI,12/10/2023,1698775844522.0,VRAI,2023-10-12,VRAI,inconnu,2023-10-18,MICRO,Pas de TVA,
6527f0e85b0ddd07d925bd41,male,bouche à oreille,FAUX,VRAI,12/10/2023,1697148131785.0,VRAI,2023-10-12,VRAI,inconnu,2023-10-12,INCONNU,Pas de TVA,
6527bdaa5b0ddd07d925bcac,male,linkedin,VRAI,VRAI,12/10/2023,1697193724257.0,VRAI,2023-10-12,VRAI,inconnu,2023-10-13,INCONNU,Pas de TVA,
6526bec35b0ddd07d925b9af,male,bouche à oreille,FAUX,FAUX,11/10/2023,1698740918211.0,VRAI,2023-10-11,VRAI,inconnu,2023-10-31,INCONNU,Pas de TVA,
6526bb655b0ddd07d925b9a8,male,autre,FAUX,FAUX,11/10/2023,1697037406782.0,VRAI,2023-10-11,VRAI,inconnu,,INCONNU,Pas de TVA,
65267a3b5b0ddd07d925b8e7,male,bouche à oreille,FAUX,FAUX,11/10/2023,1697022433302.0,VRAI,2023-10-11,VRAI,inconnu,,INCONNU,Pas de TVA,
652672225b0ddd07d925b8c9,male,autre,VRAI,VRAI,11/10/2023,1697020981350.0,VRAI,2023-10-11,VRAI,inconnu,,INCONNU,Pas de TVA,
65258a4a5b0ddd07d925b6df,male,bouche à oreille,VRAI,VRAI,10/10/2023,1700562419714.0,VRAI,2023-10-10,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
6525700e5b0ddd07d925b6c1,male,bouche à oreille,VRAI,VRAI,10/10/2023,1698134156782.0,VRAI,2023-10-10,VRAI,inconnu,2023-10-24,INCONNU,Pas de TVA,
652474f25b0ddd07d925b385,female,autre,VRAI,VRAI,09/10/2023,1696949250166.0,VRAI,2023-10-09,VRAI,inconnu,,INCONNU,Pas de TVA,
6524155e5b0ddd07d925b1db,female,bouche à oreille,FAUX,FAUX,09/10/2023,1697618635910.0,VRAI,2023-10-09,VRAI,school,2023-10-18,ASSO,0.0,
6522e5385b0ddd07d925af5c,male,autre,VRAI,VRAI,08/10/2023,1700607098461.0,VRAI,2023-10-08,VRAI,inconnu,2023-11-21,INCONNU,Pas de TVA,
6521ab56d2ebbd6640a84273,male,recherche web,FAUX,FAUX,07/10/2023,1701425021919.0,VRAI,2023-10-07,VRAI,inconnu,2023-12-01,INCONNU,Pas de TVA,
65202cbad2ebbd6640a83ca4,female,bouche à oreille,FAUX,FAUX,06/10/2023,1696608548827.0,VRAI,2023-10-06,VRAI,inconnu,,INCONNU,Pas de TVA,
651ffdd6d2ebbd6640a83c01,male,recherche web,VRAI,VRAI,06/10/2023,1696595570905.0,VRAI,2023-10-06,VRAI,inconnu,2023-10-06,INCONNU,Pas de TVA,
651fe56bd2ebbd6640a83b68,female,recherche web,VRAI,FAUX,06/10/2023,1696595449595.0,VRAI,2023-10-06,VRAI,school,2023-10-06,INCONNU,Pas de TVA,
